place_name,author,rating,text
Jetts 24 Hour Fitness - Robinson Lifestyle Thalang,Mike,1,I bought a one month gym membership and got kicked out within an hour because I didn't want a gay national man on trt putting his head and phone near my butt. According to him disengaging in homosexual behavior is against the constitution.
Jetts 24 Hour Fitness - Robinson Lifestyle Thalang,Oldooz Mehrfar,1,"We have been registered in this gym for two months, but we no longer intend to continue exercising in this gym, and I will not go to this gym again. Today, a Thai man tried to forcefully take my husband turn at the machine and started saying bad words and swearing ,cursing and disrespecting him , and tried to attack him , We didn't want to fight with this person, so we informed the staff there. Unfortunately, the staff of this gym did nothing for us, I do not recommend this gym to anyone. Because there are no rules in this gym, and when you pay the fee, the management and staff do not accept any responsibility."
Jetts 24 Hour Fitness - One Nimman,Terry Bauer,1,"Please be aware that the subscription does not automatically terminate at the end of the contract period. It continues to charge the subscription fee, and refunds are generally not provided if you realize after several months that charges have been made."
Jetts 24 Hour Fitness - Index Living Mall Chiang Mai,tosya bosya,3,"The jym floor is dirty,  even early morning.  And the huge  windows facing sunlight needs shades,  the AC is not enough."
Jetts 24 Hour Fitness - One Nimman,Terry Bauer,1,"Please be aware that the subscription does not automatically terminate at the end of the contract period. It continues to charge the subscription fee, and refunds are generally not provided if you realize after several months that charges have been made."
Jetts 24 Hour Fitness - Little Walk (Pattaya),Jianbin Li,1,"No one day pass, no one month pass, for membership you should pay 3 months in advance. Kinda ridiculous system, big disappointment."
We Fitness,Masayuki Yoshida,1,"If you want to cancel your subscription, you need to notify them one month in advance.
I submitted my cancellation in the first week of July, but I was told I still need to make one last payment at the end of July and can continue using the service until the end of August.
(This is confusing, since I’m canceling because I won’t be using it in August.)

When I asked the staff, they just said, “It’s the process.”"
WE Fitness Ekkamai,Matthew Raab,1,"Where to begin with this gym?  When you first walk in you'll be greeted by some robots.  Then you'll encounter a bunch of trainers standing around awkwardly trying to intimidate you into purchasing personal training.  It becomes clear that it's the business model to over hire personal trainers as they make the most money this way to a point where there are so many trainers they can outnumber customers at the gym.

Bottom line is that many people are leaving this gym because this gym doesn't care about you but instead only trying to squeeze more money from you.  Think carefully before engaging in a contract."
WE Fitness Esplanade Ratchada,Sebastian,1,Got handed a 3 day free membership. When I finally got to the place the next day they refused to let me workout. I should have called before to tell them I was coming they said. Even though I had gotten zero information about that earlier.
WE Fitness Esplanade Ratchada,Ros C.,3,"NOT WORTH IT.
Good facilities, trainers pays attention to their students' proper posture (vgood)
BUT the yoga class is very intimidating (bad teacher as a whole)
the SALES people cannot respect your timing for the membership and will FORCE you to pay on the day you tried the gym and will tell you that by the following days the promo is gone and you will no be able to afford it. (Person I talked to is the MANAGER)"
We Fitness Khaerai วี ฟิตเนส แคราย,Dean Gomm,4,"Good equipment, but kind of expensive. 3100 baht for one month. Many different machines, mostly pin loaded, there's a few plate loaded on the bottom floor."
We Fitness Khaerai วี ฟิตเนส แคราย,Tobias,2,I was told the price for one day is 700 Baht. For that price I guess the dumbbells are made out of gold. Not an option for short term visitors.
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,bohan wu,2,"i feel unhappy today,because the gym manager lie to me,if i want pass a month gym card,i need pay for 500+thb frist.
when we conversation at gym place.we are talking about pass card than more 3times,but she never say that.
so why i feel bad,she is liar,and she feel confident.she say i sign on the electronic contract.then she just tell me sign and sign，she know i need pass card a mouth,because i  with my friend so many times conversation for this.but she never tell me this fee.its a litter case for me,i just angry she manner,bad bad guy！
Good gym, but I suggest you go to another store for membership, to avoid being fooled by her."
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,SD Surakit,3,"Fitness First locates on 3rd floor but cannot connect to parking lots at same floor. Have to take escalator to the gym. Close at midnight but 9pm on Sat and Sun. Smaller than Q House, maybe same size as Siam Paragon. More busy on evening of working day."
Fitness First Platinum AIA Capital Center ฟิตเนส เฟิรส์ท แพลตตินัม เอไอเอ แคปปิตอล เซ็นเตอร์,Jin Jim,1,We were asked to pay deposit 200 THB per pax to get a locker ! Unheard of . We entered using Malayaia platinum international passport and Malaysia membership card. . Told her that non of the FF in thailand ever ask for money deposit. She still insist she is right . Worst service ever . Resend these group to induction class . Don’t waste international members time
Fitness First Zone Central World,Eric Siritiraset,1,"So far the worst experience of being in a fitness club. Some of the club members are extremely rude to others as if manner wasn't taught in his school, so uneducated. And, what's worse is that, when reported, there is no action taken from the staff and the club Manager. Clearly, the staff don't seem to care about their current members at all (see how the experience shifted once they trick you to sign that contract full of ambiguous wordings with them). Instead, they are being greedy and want to hunt for the new ones all the time. Pathetic!"
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,mitree mongkol,3,"Brand new fitness first with new machine a lot class and wide range of class activities but for  machine and free weight are quite disappointed, it is enough but I would say I expecting more for this size of fitness

All machines are one each expect bicep has two

1 smit
1 rack
1 pair of cable machine
No fly so no rare delt invert fly
No dip
No decline chest"
Fitness First Central Rama 9,MeMe,3,"At 7floor Central praram 9. Open at 6am-9.30am.
Morning is good coz not a lot of memmer but crowded in the evening,sometimes no available excerise machine."
Fitness First Central Rama 9,Antonio Mele,1,"The gym is quite good but the management isn't.

Lockers often broken. Once when I open the door of a locker the door fell on the floor and luckily it didn't hit my foot.

Shower cabins are being washed during the peak hours with a rubber tube going all around and soaping multiple cabins at the same time, making difficult to find one to use, being spit by water and have to pay attention to don't step on the tube.

Even I have a membership card with barcode on it and they scan it at the entrance I am requested EVERY time to write by myself on their registry name, card number, phone number, time of entrance, company name, others info and sign it.

Even you have a membership to ask for help/suggestions by the many trainers in the gym you have to pay a full membership again.

More trainers than customers.

I saw manager complain with a customer because he was making ""too much noise"" when put down the bar during deadlift exercise. I never saw the guy throwing down the bar but of course some time at the end of the exercise putting down the bar may be no so smoothly because of the weight... Well is this a gym or a library? What do you expect?"
Fitness First Platinum Landmark Plaza,Tiger Jamie,2,"Can’t speak about the gym but as a guest at the adjacent hotel I use their sauna/steam to relax I presumed their facilities had been updated since 2016 but no, signed in as normal went to collect a towel and a locker token wasn’t given one maybe there used wristband system had to come outside again to get a locker Upon return they couldn’t find my room card was directed to the reception where a card suddenly appears needs a wristband system Fitness First her with the program"
Fitness First Platinum Landmark Plaza,JL B,2,"When you take à spoon, you touch all others !
Dec 2024 Showers are cold most of the times
Mar 2025 Too old. Really needs to be renovated. Cold water in showers"
Fitness First - Platinum Siam Paragon,Serhii Kryjanovskyi,1,"paid one-time training, the price is exorbitant 1070 baht, to visit for free you need to register on the website and wait for the administration's response. in general I do not recommend. subscription for at least 3 months. look for another gym"
Fitness First Platinum Pearl Bangkok,Badger,1,"Disappointed: My daughter came to gym. I brought her here and am taking her home afterward. I asked to merely sit in their lobby to wait for my daughter as all coffee shops in the building are closed. The person in charge of staff at reception desk refused. I was told the rule is members only. No exceptions. Also disappointed that there is no one who could make a decision on an exception. (I asked nicely.) Respectfully, maybe think of making allowance for exceptions to the rule for parents waiting?"
Fitness First Platinum Pearl Bangkok,Elijah Whaley,1,"Horrible customer care! The contract is a borderline scam. They will require you to sign a 12 contract that will automatically renew without notice. When you try to cancel, they will tell you that you need to give 30 days warning.

So, you’ll very likely pay a minimum of 2 additional months. If you press them hard, they ask you to cancel your credit card (absolutely ridiculous!!!).

I escalated my appeal to the management team. They refused to reimburse me and never contacted me back, even when promised. I was forced to deal with the situation through my credit card company.

I would not recommend this gym. It’s more expensive than a nice gym in the USA."
Fitness First Platinum T-One Building ฟิตเนส เฟิร์สท์ แพลตินัม ทีวัน,mitree mongkol,3,"Brand new fitness first with new machine a lot class and wide range of class activities but for  machine and free weight are quite disappointed, it is enough but I would say I expecting more for this size of fitness

All machines are one each expect bicep has two

1 smit
1 rack
1 pair of cable machine
No fly so no rare delt invert fly
No dip
No decline chest"
Fitness First Central Rama 9,MeMe,3,"At 7floor Central praram 9. Open at 6am-9.30am.
Morning is good coz not a lot of memmer but crowded in the evening,sometimes no available excerise machine."
Fitness First Central Rama 9,Antonio Mele,1,"The gym is quite good but the management isn't.

Lockers often broken. Once when I open the door of a locker the door fell on the floor and luckily it didn't hit my foot.

Shower cabins are being washed during the peak hours with a rubber tube going all around and soaping multiple cabins at the same time, making difficult to find one to use, being spit by water and have to pay attention to don't step on the tube.

Even I have a membership card with barcode on it and they scan it at the entrance I am requested EVERY time to write by myself on their registry name, card number, phone number, time of entrance, company name, others info and sign it.

Even you have a membership to ask for help/suggestions by the many trainers in the gym you have to pay a full membership again.

More trainers than customers.

I saw manager complain with a customer because he was making ""too much noise"" when put down the bar during deadlift exercise. I never saw the guy throwing down the bar but of course some time at the end of the exercise putting down the bar may be no so smoothly because of the weight... Well is this a gym or a library? What do you expect?"
Fitness First - CentralPlaza Udonthani,Ingo Koch,1,"Commerce takes precedence over any sporting fairness.
Compare prices on homepage of other Fitness-Center in Udon Thani.
20 kilos are 20 kilos and at Fitness First the dumbbells also are not made of gold"
Fitness First - CentralPlaza Udonthani,Adam Tao,3,"850THB per time not friendly price for tourist, Entering registration process is complicated"
Fitness First Central Bangna,Felis Silvestris Catus,1,"One day pass is 972 Baht. Don't know anything about the inside of this gym. But it's worth knowing this considering the average salary for a Bangkokian to be around 25.000. I'm not looking for a bargain by any means, but make this make sense."
Fitness First Central Bangna,TP TP,3,"This facility boasts an impressive array of weight training equipment and cardio machines, catering to a variety of fitness needs. Notably, this branch is equipped with two squat racks, a rarity for commercial gyms, which is a commendable feature for those focusing on strength training. However, the air conditioning in the cardio area has been inoperative for an extended period, and the lack of urgency in addressing this issue is somewhat disappointing. A significant downside, though, is the frequent presence of a large group of boisterous and disruptive elderly patrons during the morning hours, who tend to monopolize the public areas, creating an unpleasant atmosphere for other gym-goers."
Fitness First Central Chonburi ฟิตเนส เฟิร์สท์ เซ็นทรัลชลบุรี,Savvy Physique Academy,1,"The trainers at this branch reserve all the machines and equipment for their trainees, ignoring the other members waiting to use them. Sometimes they act so shamelessly that I don't want to come here and I won't recommend anyone to come here."
Fitness First Central Rama 2,Pattie Lapa,4,Offer more exercise classes during daytime than other branches. Towel service available.  Shower rooms need to be more attentive.
Fitness First - CentralPlaza Rama 3,Lukas Lee,2,"The service needs to improved, it’s my first time to this branch, you need to get the towel card from the front desk to rent the towels, and the staff didn’t mention when I checked in. The facilities needs to be maintained, water is leaking from the ceiling, and the seal of the stairs were ripped off which made me almost fall. :("
Fitness First Central Rattanathibet,Scott,3,"Only 5 month or 1 year memberships.
No day pass
No 1 month membership.

That's BS.  If you are tourist forget this gym brand.  Their fault."
Fitness First Central Pinklao,Doge play game,1,"Eversince the gym relocated it has become worse. There is less machines like for example no more leg press. In general there is too few machines and i have to wait so long now to get to use one I feel like thought more about looks and less about actual usability of this gym after the relocation

Extremely disappointed!"
Fitness First Central Pinklao,Héctor Guzmán,1,"Today in the morning I was very enthusiastic about joining the sport club, I did my online registration in the official website and did the corresponding payment that was later confirmed by my bank and by fitnessfirst (email )
Then I headed to fitness first central pinklao only to be told that I was not allowed to used the gym because of “system issues”. I feel very disappointed because the management was not helpful at all, but on the contrary: misleading, ambiguous and unclear in all their “explanations”
The manager actually offer me to use the fitness center for 1 (yes, one) day, but not allowed to use it later
I urge people who plan to register online be careful with the tricky website that takes money but when you arrive to the gym you cannot use it
So disappointed, at the end they refunded the money (cash) , and did not respect the online deal"
Fitness First The Mall Bangkhae ฟิตเนส เฟิรส์ท เดอะมอลล์ บางแค,ramiss gulzar,1,Very bad and 3rd class gym. They only have few limited  machines which don't  work properly  and if any machine breaks or stop working  it takes minimum  15 days to fix sometimes  even 20 days. If you go and complain they will not listen. Very  poor service  don't  waste your money go to some  other gym
Fitness First The Mall Bangkhae ฟิตเนส เฟิรส์ท เดอะมอลล์ บางแค,Kophong Assawachaiwasin,1,The worst branch in terms of service and how people communicate. No smiles and not user-friendly.
Fitness First The Mall Korat ฟิตเนส เฟิรส์ท เดอะมอลล์ โคราช,Diana,1,Absolutely ridiculous one day pass (850 thb) for not that much equipment.
Fitness First The Mall Thapra ฟิตเนส เฟิรส์ท เดอะมอลล์ ท่าพระ,Tanya King,1,The covid -19 protection protocal is poor. Some of the staffs wears the mask under the nose. RIDICULOUS
Fitness First The Mall Thapra ฟิตเนส เฟิรส์ท เดอะมอลล์ ท่าพระ,Jack Lee,1,"Some receptionists are incredibly incompetent in handling issues there. My iPhone 7plus was stolen on the 5/09/2018 as I was fetching water within 3 minutes. They didn’t know what to do, no procedures for handling such case. Eventually , they just ignore the case. They only said , they will call me back if the thief returns it back. Who in the hell would return it if they have stolen it & shut the phone already?  They didn’t even consider announcing it publicly. Please improve the security since there is only one camera at the entrance, giving an opportunity for the theif. I have heard of many such cases happened in Fitness first the mall Thapra at the police station I reported at."
Fitness First The Mall Ngamwongwan ฟิตเนส เฟิรส์ท เดอะมอลล์ งามวงศ์วาน,Nathalie Ona,3,"- aggressive on sales
- very traditional gym
- wide range of machines but one squat rack?
- crowd is not the best, seems clique-ish, stays in one machine for 30 minutes, not the type that’s locked in and know what they’re doing
- hard to find, but for some reason still busy
- has steam room and sauna but very tiny"
Fitness First Terminal 21,Akanit N,1,"Overly crowded, the group class blasting loud tacky music that cannot be healthy for your ears. Annoying staff constantly trying to sell something."
Fitness First Terminal 21,Yuiya,1,Please stop calling me repeatedly to solicit information. Please stop hanging up when I answer.
Fitness First Seacon Square,1 sharkchili,1,"I’ve been looking for a new gym in Bangkok recently, so I came here to check out the equipment and facilities. When I got to the front desk, I asked the receptionist if they offer a free trial because I wanted to see what they have. But the woman at the front desk responded with a really bad attitude and told me they don’t offer any free trials. 😂 All I can say is that the service here is nowhere near the level of Virgin Active."
Fitness First Seacon Square,Judy Zhou,4,The equipment are quite out-of-date and the lightning are a bit dim. But has a wide range of equipment and a lot of class choices. Not the best branch yet also not the worst.
Fitness First Megabangna ฟิตเนส เฟิรส์ท เมกาบางนา,Artyom Kolpakov,1,This place is overcrowded. People are using training equipment and machines for a long time sitting and playing their phones. Are you ready to waste your time waiting for others? Sauna is never hot enough. They are pretending to be nice before you buying a subscription and trainer service but after they don’t care about you and you. The managers are useless. Categorically don’t suggest to come here.
Fitness First Megabangna ฟิตเนส เฟิรส์ท เมกาบางนา,TP TP,3,"This commercial gym, conveniently located within a shopping mall, offers a sufficient selection of free weights and cardio equipment to accommodate individuals pursuing general fitness objectives. However, due to the high density of residential properties in the vicinity, peak hours—particularly in the evening—result in excessive overcrowding, significantly diminishing the training experience.

For serious lifters, the facility is likely to prove inadequate. The gym provides only a single squat rack, an oversight that severely limits strength training efficiency. Additionally, the absence of a plate-loaded leg press machine further restricts lower-body development options. The barbells available are not standard Olympic models, deviating from the conventional 20kg (45lbs) specification, which may pose an inconvenience to those accustomed to competition-grade equipment.

The overall atmosphere lacks the intensity found in more strength-focused environments, as the majority of patrons prioritize general fitness over hypertrophy or powerlifting objectives. A notable observation is the prevalence of underdeveloped lower bodies among male gym-goers, indicative of an apparent neglect of leg training—an unfortunate yet all-too-common phenomenon.

Furthermore, the excessive presence of so-called “trainers” clad in red polo shirts monopolizing machines and training areas exacerbates the issue. Many of these individuals appear ill-equipped to provide effective strength training guidance, as evidenced by their own inability to perform fundamental lifts at a respectable level—such as a 315lb squat or a 225lb bench press. Consequently, for those dedicated to serious strength progression, this gym falls markedly short of expectations."
Fitness First Megabangna ฟิตเนส เฟิรส์ท เมกาบางนา,Steven,1,"Worst gym I've ever visited. Rudest workers and over priced. 1000thb for a single visit and they will argue everything with you.

Extremely unprofessional and can not believe that I'm writing a bad review for a gym, that's how bad they are. Avoid at all costs"
Fitness First The Crystal SB Ratchapruek ฟิตเนส เฟิร์สท์ เดอะ คริสตัล เอสบี ราชพฤกษ์,Touchakorn Pompom,4,"Cleaners are such nuisance. The should keep distance from customer. Obviously, they follow even we tried to move away to a different spot.  This is not a joke. No CCTV?!"
Fitness First Future Park Rangsit ฟิตเนส เฟิร์สท์ ฟิวเจอร์พาร์ครังสิต,Simona Meesaiyati,2,"I went in for a trial and was very disappointed for several reasons:
1.	The staff didn’t provide any useful information about the gym facilities and repeatedly referred to me as “หนู,” which felt unprofessional and condescending.
2.	Many of the equipment areas, especially the dumbbell section, are poorly maintained. The dumbbells are old, and the floor in front of them is uneven and potentially hazardous.
3.	Most concerning of all, one of only two fire exits on the entire floor is blocked by a deadlift station — an extremely unsafe and unacceptable setup.

I would not recommend this gym."
Fitness First Future Park Rangsit ฟิตเนส เฟิร์สท์ ฟิวเจอร์พาร์ครังสิต,Win Class,1,I was a kid and the trainers just say that like im a 2 years old 1 star
Fitness First The Promenade ฟิตเนส เฟิรส์ท เดอะ พรอมานาด,Tonz,1,"The facility is okay, but the fitness staff, especially at the front desk, have poor behavior."
Fitness First The Promenade ฟิตเนส เฟิรส์ท เดอะ พรอมานาด,Rose,1,The facilities are okay but personally some staff members is not impressive
Virgin Active Empire Tower,Sukhum Cheff Truengtrachitkul,3,"The gym is massive, spanning three floors with facilities like a pool and Pilates studio. The overall vibe is luxurious with grey tones, but it feels a bit gloomy, like it’s always about to rain. I attended a Grid class, and while the program and instructor were great at motivating members to hit their calorie goals, the music was a letdown. Despite being ‘licensed,’ it felt like generic free music from SoundCloud newbies—bland, uncreative, and forgettable. No catchy lyrics, no energy, just a dull mix that doesn’t match the premium feel of the gym. Why not invest in real music from Warner or Sony? It’s a shame because it undermines an otherwise solid class. Other areas of the gym also feel outdated, like watching Fashion TV from the early 2000s. Not sure I’ll be back for classes until they improve the atmosphere."
Virgin Active EmQuartier,Ster nio,2,"if you have signed up for the 50% off promotion on first 6 billings be aware of your payments.

in my case 3 out of first 5 billings they were charging the full price.

i had to go everytime to the counter to resolve the issue only for it to happen again at next billing, very annoying. I went to the gym 4-5 times per week and they told me that you only get the promotion after checking in 2 times every week but they had problems last month with the check-in. (btw. this wasn‘t even mentioned to me nor my friend who signed up on a different day)

so even if you go there a lot and are eligble for the promotion (like in my case) they are not charging the right amounts, the managment told me the IT department said i wasnt the only member with this issue, so every member should be aware.

Even with all this trouble and time i had to waste at the counter there is no compensation for it, they just told me they will cancel the next payment so i get the money back i paid too much so far.

its a shame because i like the gym and the facilities a lot"
Virgin Active EastVille,John Son,1,"Doesn’t really welcome different branch member, in many occasions."
Virgin Active Westgate,NS K,2,"Not good comparing with other branch that is on same price package, trainer is late to open class, limited facility provided. I would prefer east ville branch anytime. And with free parking policy, it is very hard to find parking spot."
Fitness24Seven,Earl Lancast,1,"There is a sign at the desk saying no staff from 5-6.  It is now 6:13 and still no staff.  I guess no one works here.  Totally garbage if you are traveling and want to train.  Pick any of the other gyms near here. They can actually staff their counter.  I would love to meet the employee that can’t make it work after their break, but they may never show up.  June 27th 6:15pm. Thanks for ruining my chance to train, I hope you get fired."
Fitness24Seven,Fung tana,2,"I'd like to deduct points for the restroom. It smells as pungent as a temple toilet, and it's bitter to the throat. I understand the ventilation system may not be good. We should urgently adjust our measures. Clean more often, use deodorizer, and increase the number of cleanings. A gym this new shouldn't be this pungent. We need to make improvements ASAP."
Fitness24Seven Happyland,Alex Flips,1,"Only three benches. Remove the boxing pads and add more benches. Ridiculous.

One toilet. Yes one !

No barbells for curling."
Fitness24Seven,Qwe 123,4,"Water in drinking fountains tastes bad, like there is no filters."
Fitness 7 kubon,sorakit napasuppakarn,1,"The hot zone treadmills are all broken. There has been no running for a month. Why does Nam only accept cash? These days, very few people carry cash. Let me think about it."
Fitness 7 Town In Town,Pakawat Wisesmanee,3,Old machines & some machines are broken or too light- especially for back training!!
Anytime Fitness Lotus SARABURI,TKhun1daytrip,5,"🏪Open 24 hours
🏙️Conveniently located in the city center
🤼❌Peak hours are after work from 5:00 PM to 8:00 PM. Crowds of people scramble to use the cardio machines. The weights zone is still open (it could be expanded in the future).
✅Off-peak hours are every morning.
🙂Saturdays and Sundays are less crowded than weekdays.
🥤Bring your own water bottle. There's a hot and cold water dispenser.
🗄️Lockers are available. Bring your own key and locker.
🛁3 men's shower rooms and 1 toilet (I think it's too small). No separate urinals.
💨Gym atmosphere
Classroom: I thought the front room would be bigger. There's no stage for instructors, so people behind you might not be able to see.
The room is very hot compared to outside, as there's only one air conditioner. Even a fan won't help much.
🧹🧻🦠Cleanliness still needs improvement."
Anytime Fitness Lotus SARABURI,Rungpetch S.,2,"There are few running tracks, but many people use them. Sometimes you have to wait for hours.
If you try to run in the morning, the air conditioning won't turn on. It's like an oven."
Portobello Mall Sriracha,Referred P,1,"The sign is very dark. The sign is on Saturday in front of 7-Eleven. There are not many customers and the parking lot is not available. So I parked in front of 7-Eleven because there are CCTV cameras. Importantly, I parked for less than 15 minutes. I just went up to get something at my brother's condo and got fined 200 baht. The security guard said that I can't park like that. It doesn't matter if it's not more than 15 minutes because I parked and went up to the condo. My brother happened to be staying at a famous hotel nearby. (The sign didn't say that parking and going up to the condo was prohibited.)"
Anytime Fitness Lotus Bangyai,AMATA,2,"This branch is very small, crowded, there are only shower rooms, no toilets, very confusing, have to walk to the mall very far, plus there is no hand soap, even more confusing. And the middle class does not have a glass partition, there is no place to take off shoes, and people like to take off their shoes and put them inside, which is ugly. When playing the class, they stick their shoes, it looks impolite and there is no organization. The cleaning lady does not come to mop the floor after class, it looks dirty, not like the The Walk branch. After class, the cleaning lady comes to mop the floor before starting the next class all the time."
Anytime Fitness JLK Tower,lainezopx,1,Incredibly a bad staff there who was talking negatively and unprofessionally to a client. The place seems well-equipped but services (from one of them) was horrible and lame.
Sino-Thai Tower Fitness,Jaratpong Thailand,1,
